qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,eng-Latn-r-pSKOS-pprefLabel-ps5003,ara-Arab-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,ara-Arab-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,ara-Arab-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,ara-Arab-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:16:422:3:61347,61347,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61347,Qennarit,قناريت,LB61347,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61359,61359,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61359,Zeita,زيتا,LB61359,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61371,61371,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61371,Zaghdraiya,زغدرايا,LB61371,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61383,61383,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61383,Tanbourit,طنبوريت,LB61383,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61411,61411,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61411,Jazira Saida,جزيرة صيدا,LB61411,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61412,61412,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61412,Mazraat El Yahoudiyeh (Aaitaniyeh),مزرعة العيتانية,LB61412,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61414,61414,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61414,Mzaraat El-Ouasta,مزرعة الواسطة,LB61414,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61415,61415,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61415,Matariyet Ech-Choumar,مطرية الشومر,LB61415,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61417,61417,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61417,Arzai,أرزي,LB61417,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61418,61418,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61418,Mazraat Kfar Beda,كفر بدَه,LB61418,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61419,61419,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61419,Khayayeb Saida,الخرائب صيدا,LB61419,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61421,61421,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61421,Mazraat Jamjim,مزرعة جمجيم,LB61421,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61423,61423,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61423,Hartiyeh,حارتية,LB61423,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61424,61424,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61424,Mazraat El-Mhaydaleh,المحيدلة,LB61424,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61426,61426,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61426,Mazraat Kaoutariyet Er-Riz,مزرعة كوثرية الرز,LB61426,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61427,61427,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61427,Zrariyeh,زرارية,LB61427,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61429,61429,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61429,Mazraat Sari,ساري,LB61429,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61431,61431,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61431,Mazraat Deir Taqla,دير تقلا,LB61431,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61433,61433,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61433,Mazraat Oussamiyat,الاوساميات,LB61433,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61434,61434,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61434,Aadloun,عدلون,LB61434,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61436,61436,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61436,Insariyeh,إنصارية,LB61436,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61437,61437,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61437,Mazraat Sinai,مزرعة سيناي,LB61437,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61439,61439,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61439,Loubieh,لوبية,LB61439,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61441,61441,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61441,Daoudiyeh,الداودية,LB61441,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61443,61443,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61443,Khirbet Ed-Douair Saida,خربة الدوير صيدا,LB61443,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61444,61444,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61444,Babliyeh,بابلية,LB61444,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61446,61446,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61446,Khartoum,خرطوم,LB61446,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61447,61447,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61447,Ghassaniyeh,غسانية,LB61447,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61449,61449,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61449,Sarafand,صرفند,LB61449,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61451,61451,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61451,Qaaqaiyet Es-Snaoubar,قعقعية الصنوبر,LB61451,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61453,61453,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61453,Bissariyeh,بيسارية,LB61453,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61454,61454,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61454,Kaoutariyet Es-Siyad,كوثرية السياد,LB61454,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61456,61456,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61456,Tebna,تبنا,LB61456,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61457,61457,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61457,Mazraat 'Snaiber,مزرعة سنيبر,LB61457,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61459,61459,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61459,Teffahta,تفاحتا,LB61459,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61461,61461,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61461,Saksakiyeh,سكسكية,LB61461,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61463,61463,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61463,Merouaniyeh,مروانية,LB61463,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61464,61464,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61464,Najjariyeh,نجارية,LB61464,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61466,61466,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61466,Aadoussiyeh,عدّوسية,LB61466,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61467,61467,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61467,Khirbet El-Bassal,خربة البصل,LB61467,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61469,61469,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61469,Mazraat 'Mseileh,المصيلح,LB61469,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61471,61471,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61471,Hajjeh,حجة,LB61471,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61473,61473,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61473,Mazraat El-Houssainiyeh,مزرعة الحسينية,LB61473,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61474,61474,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61474,Khzaiz,خزيز,LB61474,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61476,61476,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61476,Maamriyeh,معمارية,LB61476,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61477,61477,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61477,Aaqtanit,عقتنيت,LB61477,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61479,61479,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61479,Erkay,اركي,LB61479,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61481,61481,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61481,Bnaafoul,بنعفول,LB61481,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61483,61483,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61483,Aarab Tabbaya,مزرعة عرب  طبَايا,LB61483,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61484,61484,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61484,Mtayriyeh,مزرعة مطيرية جباع,LB61484,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61486,61486,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61486,Mazraat Aarab Soukkar,مزرعة عرب سكر,LB61486,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61487,61487,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61487,Aarab Ej-Jall,مزرعة عرب الجل,LB61487,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61488,61488,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61488,Berti,برتي,LB61488,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61489,61489,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61489,Aanqoun,عنقون,LB61489,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61491,61491,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61491,Kfar Beit,كفربيت,LB61491,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61493,61493,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61493,Kfar Hatta Saida,كفرحتى,LB61493,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61494,61494,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61494,Kfar Chellal,كفر شلال,LB61494,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61496,61496,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61496,Kfar Melki Saida,كفرملكي صيدا,LB61496,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:61497,61497,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:61,1603:16:422:3:61497,Sfenta,سفنتا,LB61497,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62111,62111,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62111,Sour,صور,LB62111,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62128,62128,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62128,Borj Ech-Chemali,برج الشمالي,LB62128,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62162,62162,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62162,Batoulay,باتوليه,LB62162,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62179,62179,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62179,Deir Qanoun El-Aain,دير قانون,LB62179,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62211,62211,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62211,Jouaiya,جويا,LB62211,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62212,62212,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62212,Debaal Sour,دبعل,LB62212,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62214,62214,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62214,Majdel,المجادل,LB62214,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62215,62215,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62215,Mazraat Mechref,مزرعة المشرف,LB62215,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62217,62217,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62217,Aaytit,عيتيت,LB62217,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62218,62218,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62218,Ouadi Jilo,وادي جيلو,LB62218,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62219,62219,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62219,Yanouh Sour,يانوح صور,LB62219,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62221,62221,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62221,Bafliyeh,بافليه,LB62221,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62223,62223,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62223,Deir Aames,ديرعامص,LB62223,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62224,62224,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62224,Barich,باريش,LB62224,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62226,62226,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62226,Biyad,البياض صور,LB62226,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62227,62227,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62227,Selaa Sour,سلعا ,LB62227,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62229,62229,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62229,Qana,قانا,LB62229,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62231,62231,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62231,Maarakeh,معركة,LB62231,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62233,62233,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62233,Neftakhiyeh,نفاخية,LB62233,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62234,62234,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62234,Maaroub,معروب,LB62234,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62236,62236,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62236,Recheknanay,رشكنانيه,LB62236,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62237,62237,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62237,Jennata,جناتا,LB62237,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62239,62239,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62239,Derdaghaiya,دردغايا,LB62239,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62241,62241,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62241,Sadiqine,صديقين,LB62241,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62242,62242,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62242,Aaiyeh,مزرعة عيا,LB62242,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62243,62243,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62243,Aain Baal,عين بعل,LB62243,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62244,62244,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62244,Hmairi Sour,حميري ,LB62244,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62245,62245,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62245,Mheilib,محيليب,LB62245,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62246,62246,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62246,Bazouriyeh,بازورية,LB62246,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62247,62247,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62247,Hanaouay,حناوي,LB62247,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62249,62249,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62249,Bestiyat,بستيات,LB62249,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62251,62251,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62251,Deir Kifa,دير كيفا,LB62251,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62253,62253,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62253,Tayr Debbeh,طير دبّه,LB62253,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62254,62254,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62254,Chehabiyeh,شهابية ,LB62254,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62256,62256,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62256,Arzoun,ارزون,LB62256,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62257,62257,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62257,Niha Sour,نيحا صور,LB62257,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62259,62259,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62259,Rmadiyeh,رمادية,LB62259,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62261,62261,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62261,Toura,طورا,LB62261,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62263,62263,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62263,Deir Qanoun En-Nahr,دير قانون النهر,LB62263,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62264,62264,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62264,Chehour,شحور,LB62264,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62266,62266,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62266,Srifa,صريفا,LB62266,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62267,62267,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62267,Kneisset Sour,كنيسة صور,LB62267,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
