qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,eng-Latn-r-pSKOS-pprefLabel-ps5003,ara-Arab-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,ara-Arab-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,ara-Arab-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,ara-Arab-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:16:422:3:62269,62269,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62269,Halloussiyeh,حلوسية,LB62269,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62271,62271,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62271,Tayr Falsay,طير فلسيه,LB62271,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62273,62273,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62273,Touayri,طويري,LB62273,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62274,62274,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62274,Bedias,بدياس,LB62274,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62276,62276,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62276,Aabbassiyet Sour,عباسية ,LB62276,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62277,62277,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62277,Chaaitiyeh,شعيتية,LB62277,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62279,62279,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62279,Jbal El-Botm,جبال البطم,LB62279,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62281,62281,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62281,Mazraat Tayr Semhat,طير سمحات,LB62281,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62283,62283,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62283,Borj Rahhal,برج رحال,LB62283,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62284,62284,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62284,Marnba,مرنبا,LB62284,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62285,62285,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62285,Chihine,شيحين,LB62285,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62286,62286,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62286,Zebqine,زبقين,LB62286,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62287,62287,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62287,Qlaileh Sour,قليلة,LB62287,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62291,62291,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62291,Aain Abou Abdallah,عين أبو عبدالله,LB62291,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62292,62292,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62292,Jibbayn,جبين,LB62292,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62293,62293,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62293,Henniyeh,حنية,LB62293,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62294,62294,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62294,Aaziyeh,عزِّيه,LB62294,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62295,62295,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62295,Tayr Harfa,طير حرفا,LB62295,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62296,62296,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62296,Mansouri Sour,المنصوري,LB62296,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62297,62297,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62297,Majdelzoun,مجدل زون,LB62297,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62298,62298,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62298,Chamaa,شمع,LB62298,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62299,62299,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62299,Iskandarouna Sour,إسكندرونة,LB62299,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62308,62308,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62308,Yarine,يارين,LB62308,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62311,62311,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62311,Merouahine,مروحين,LB62311,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62312,62312,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62312,Borj En-Naqoura,الناقورة,LB62312,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62314,62314,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62314,Hamoul,حامول,LB62314,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62316,62316,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62316,Aalma Ech-Chaab,علما الشعب,LB62316,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62318,62318,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62318,Jijim,ججيم,LB62318,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62319,62319,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62319,Abou Chech,أبو شاش,LB62319,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62321,62321,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62321,Boustane,بستان صور,LB62321,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62331,62331,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62331,Btaychiyeh,بطيشية,LB62331,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62341,62341,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62341,Dhayra,ظهيرة ,LB62341,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:62351,62351,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:63,1603:16:422:3:62351,Mazraat Ez-Zalloutiyeh,مزرعة الزلوطية,LB62351,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63001,63001,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63001,Litige,,LB63001,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63002,63002,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63002,Litige,,LB63002,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63003,63003,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63003,Litige,,LB63003,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63111,63111,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63111,Jezzine,جزين,LB63111,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63114,63114,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63114,Wadi Jezzine,وادي جزين,LB63114,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63117,63117,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63117,Qabaa Jezzine,قبع,LB63117,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63121,63121,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63121,Qaytouleh,قيتولي,LB63121,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63124,63124,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63124,Bkassine,بكاسين,LB63124,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63127,63127,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63127,Homsiyeh,حمصية,LB63127,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63131,63131,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63131,Aaray,عاريه,LB63131,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63134,63134,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63134,Sabbah,صّباح,LB63134,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63137,63137,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63137,Haytoura,حيطورة,LB63137,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63141,63141,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63141,Ghabbatiyeh,غبَاطية,LB63141,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63144,63144,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63144,Benouati Jezzine,بنواتي جزين,LB63144,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63147,63147,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63147,Maknounet Jezzine,مكنونية ,LB63147,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63151,63151,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63151,Btedine El-Leqch,بتدين اللقش,LB63151,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63154,63154,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63154,Roummanet,رمانة ,LB63154,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63157,63157,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63157,Machmoucheh,مشموشة,LB63157,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63161,63161,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63161,Midane Jezzine,ميدان ,LB63161,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63164,63164,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63164,Jabal Toura,جبل طوره,LB63164,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63167,63167,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63167,Kfar Houneh,كفرحون,LB63167,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63171,63171,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63171,Harf Jezzine,الحرف,LB63171,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63174,63174,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63174,Behbeh,بيبه,LB63174,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63177,63177,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63177,Zhilta,زحلتا,LB63177,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63181,63181,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63181,Bhannine,بحنين,LB63181,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63184,63184,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63184,Aazour,عازور,LB63184,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63187,63187,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63187,Taaid,تعيد,LB63187,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63191,63191,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63191,Bisri,بسري,LB63191,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63194,63194,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63194,Mazraat Er-Rouhbane,مزرعة الرهبان ,LB63194,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63211,63211,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63211,Kfar Falous,كفرفالوس,LB63211,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63214,63214,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63214,A'ain El-Mir (El Establ),عين المير إسطبل,LB63214,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63217,63217,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63217,Mrah El-Hbasse,مراح الحباس,LB63217,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63221,63221,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63221,Bayssour Jezzine,بيصور جزين,LB63221,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63224,63224,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63224,Haytouleh,حيتوله,LB63224,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63227,63227,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63227,Lebaa,لبعا,LB63227,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63231,63231,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63231,Mharbiyeh,محاربية,LB63231,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63234,63234,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63234,Ouadi El-Laymoun,وادي الليمون,LB63234,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63237,63237,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63237,Sfaray,صفاريه,LB63237,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63241,63241,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63241,Hassaniyeh,حسانية,LB63241,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63244,63244,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63244,Karkha,كرخا,LB63244,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63247,63247,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63247,Choualiq Jezzine,شواليق جزين,LB63247,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63251,63251,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63251,Ouadi Baanqoudaine,وادي بعنقودين,LB63251,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63254,63254,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63254,Mjaydel Jezzine,مجيدل,LB63254,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63257,63257,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63257,Dahr Ed-Deir,ضهر الدير,LB63257,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63261,63261,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63261,Jensnaya,جنسنايا,LB63261,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63264,63264,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63264,Rimat,ريمات,LB63264,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63267,63267,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63267,Kfar Jarra,كفرجرا,LB63267,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63271,63271,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63271,Saydoun,صيدون,LB63271,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63274,63274,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63274,Anane,أنان,LB63274,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63277,63277,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63277,Roum,روم,LB63277,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63281,63281,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63281,Hidab,حيداب,LB63281,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63284,63284,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63284,Deir El Qattine,دير قطِين ,LB63284,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63287,63287,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63287,Sanaya,سنيَا,LB63287,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63291,63291,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63291,Qtaleh Jezzine,قتالة جزين,LB63291,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63294,63294,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63294,Jernaya,جرنايا,LB63294,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63297,63297,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63297,Mazraat El-Mathane,مزرعة المطحنة,LB63297,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63298,63298,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63298,Srayri,سريرة,LB63298,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63311,63311,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63311,Aaramta,عرمتى,LB63311,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63315,63315,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63315,Mlikh,مليخ,LB63315,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63319,63319,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63319,Rihane Jezzine,ريحانة جزين,LB63319,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63323,63323,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63323,Mazraat,مزرعة عقماتا ,LB63323,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63327,63327,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63327,Qatrani,قطراني,LB63327,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63331,63331,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63331,Louayzet Jezzine,لويزة جزين,LB63331,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63335,63335,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63335,Mazraat Khallet Khazen,خلة خازن,LB63335,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63339,63339,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63339,Mazraat Qrouh,قروح,LB63339,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63343,63343,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63343,Mazraat Zighrine Jezzine,زغرين جزين,LB63343,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63347,63347,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63347,Chbail,شبيل,LB63347,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63348,63348,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63348,Mazraat Louzid (Louayziyeh),مزرعة لوزيد ,LB63348,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
