#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+code+v_pcode,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:16:422:3:63187,63187,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63187,Taaid,تعيد,LB63187,Taaid,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63191,63191,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63191,Bisri,بسري,LB63191,Bisri,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63194,63194,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63194,Mazraat Er-Rouhbane,مزرعة الرهبان ,LB63194,Mazraat Er-Rouhbane,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63211,63211,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63211,Kfar Falous,كفرفالوس,LB63211,Kfar Falous,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63214,63214,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63214,A'ain El-Mir (El Establ),عين المير إسطبل,LB63214,Aain El-Mir (El Establ),,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63217,63217,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63217,Mrah El-Hbasse,مراح الحباس,LB63217,Mrah El-Hbasse,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63221,63221,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63221,Bayssour Jezzine,بيصور جزين,LB63221,Bayssour Jezzine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63224,63224,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63224,Haytouleh,حيتوله,LB63224,Haytouleh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63227,63227,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63227,Lebaa,لبعا,LB63227,Lebaa,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63231,63231,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63231,Mharbiyeh,محاربية,LB63231,Mharbiyeh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63234,63234,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63234,Ouadi El-Laymoun,وادي الليمون,LB63234,Ouadi El-Laymoun,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63237,63237,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63237,Sfaray,صفاريه,LB63237,Sfaray,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63241,63241,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63241,Hassaniyeh,حسانية,LB63241,Hassaniyeh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63244,63244,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63244,Karkha,كرخا,LB63244,Karkha,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63247,63247,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63247,Choualiq Jezzine,شواليق جزين,LB63247,Choualiq Jezzine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63251,63251,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63251,Ouadi Baanqoudaine,وادي بعنقودين,LB63251,Ouadi Baanqoudaine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63254,63254,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63254,Mjaydel Jezzine,مجيدل,LB63254,Mjaydel Jezzine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63257,63257,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63257,Dahr Ed-Deir,ضهر الدير,LB63257,Dahr Ed-Deir,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63261,63261,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63261,Jensnaya,جنسنايا,LB63261,Jensnaya,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63264,63264,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63264,Rimat,ريمات,LB63264,Rimat,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63267,63267,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63267,Kfar Jarra,كفرجرا,LB63267,Kfar Jarra,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63271,63271,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63271,Saydoun,صيدون,LB63271,Saydoun,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63274,63274,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63274,Anane,أنان,LB63274,Anane,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63277,63277,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63277,Roum,روم,LB63277,Roum,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63281,63281,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63281,Hidab,حيداب,LB63281,Hidab,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63284,63284,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63284,Deir El Qattine,دير قطِين ,LB63284,Deir El Qattine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63287,63287,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63287,Sanaya,سنيَا,LB63287,Sanaya,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63291,63291,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63291,Qtaleh Jezzine,قتالة جزين,LB63291,Qtaleh Jezzine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63294,63294,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63294,Jernaya,جرنايا,LB63294,Jernaya,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63297,63297,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63297,Mazraat El-Mathane,مزرعة المطحنة,LB63297,Mazraat El-Mathane,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63298,63298,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63298,Srayri,سريرة,LB63298,Srayri,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63311,63311,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63311,Aaramta,عرمتى,LB63311,Aaramta,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63315,63315,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63315,Mlikh,مليخ,LB63315,Mlikh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63319,63319,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63319,Rihane Jezzine,ريحانة جزين,LB63319,Rihane Jezzine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63323,63323,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63323,Mazraat,مزرعة عقماتا ,LB63323,Mazraat,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63327,63327,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63327,Qatrani,قطراني,LB63327,Qatrani,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63331,63331,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63331,Louayzet Jezzine,لويزة جزين,LB63331,Louayzet Jezzine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63335,63335,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63335,Mazraat Khallet Khazen,خلة خازن,LB63335,Mazraat Khallet Khazen,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63339,63339,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63339,Mazraat Qrouh,قروح,LB63339,Mazraat Qrouh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63343,63343,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63343,Mazraat Zighrine Jezzine,زغرين جزين,LB63343,Mazraat Zighrine Jezzine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63347,63347,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63347,Chbail,شبيل,LB63347,Chbail,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63348,63348,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63348,Mazraat Louzid (Louayziyeh),مزرعة لوزيد ,LB63348,Mazraat Louzid (Louayziyeh),,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63351,63351,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63351,Sehjoud,سجد,LB63351,Sehjoud,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63355,63355,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63355,Aaychiyeh,عيشية,LB63355,Aaychiyeh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63359,63359,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63359,Maraat Ouazaiyeh,اوزاعية,LB63359,Maraat Ouazaiyeh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63363,63363,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63363,Ouardiyeh,وردية,LB63363,Ouardiyeh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63367,63367,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63367,Mazraat El-Aarqoub,مزرعة العرقوب,LB63367,Mazraat El-Aarqoub,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63371,63371,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63371,Mahmoudiyeh Jezzine,محمودية جزين,LB63371,Mahmoudiyeh Jezzine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63375,63375,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63375,Jarmaq,الجرمق,LB63375,Jarmaq,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63378,63378,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63378,Mazraat Daraya,داريا جزين,LB63378,Mazraat Daraya,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63379,63379,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63379,Demachqiyeh,دمشقية,LB63379,Demachqiyeh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63383,63383,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63383,Mazraat Tamra,مزرعة طمره,LB63383,Mazraat Tamra,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:63385,63385,1603:16:422:0,1603:16:422:1:6,1603:16:422:2:62,1603:16:422:3:63385,Bouslaya,بوصلايا,LB63385,Bouslaya,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71111,71111,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71111,Nabatieh Et-Tahta,نبطية التحتا,LB71111,Nabatieh Et-Tahta,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71113,71113,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71113,Nabatiyeh El-Faouka,نبطية الفوقا,LB71113,Nabatiyeh El-Faouka,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71115,71115,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71115,Aali Et-Taher,علي الطاهر,LB71115,Aali Et-Taher,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71117,71117,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71117,Mazraat Kfarjaouz,مزرعة كفر جوز,LB71117,Mazraat Kfarjaouz,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71122,71122,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71122,Zibdine En-Nabatiyeh,زبدين النبطية,LB71122,Zibdine En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71133,71133,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71133,Kfar Roummane,كفر رمان,LB71133,Kfar Roummane,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71144,71144,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71144,Choukine,شوكين,LB71144,Choukine,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71155,71155,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71155,Habbouch En-Nabatiyeh,حبوش ,LB71155,Habbouch En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71166,71166,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71166,Kfar Tibnit,كفر تبنيت,LB71166,Kfar Tibnit,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71177,71177,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71177,Kfour En-Nabatieh,الكفور النبطية,LB71177,Kfour En-Nabatieh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71211,71211,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71211,Jbaa En-Nabatiyeh,جباع النبطية,LB71211,Jbaa En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71216,71216,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71216,Aain Bou Souar,مزرعة عين بوسوار,LB71216,Aain Bou Souar,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71221,71221,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71221,Kfarfila,كفرفيلا,LB71221,Kfarfila,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71226,71226,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71226,Aain Qana,عين قانا,LB71226,Aain Qana,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71231,71231,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71231,Jarjouaa,جرجوع,LB71231,Jarjouaa,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71236,71236,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71236,Sarba En-Nabatieh,صربا النبطية,LB71236,Sarba En-Nabatieh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71241,71241,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71241,Mzaraat El-Khreibeh,مزرعة الخريبة,LB71241,Mzaraat El-Khreibeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71246,71246,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71246,Houmine El-Faouqa,حومين الفوقا,LB71246,Houmine El-Faouqa,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71251,71251,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71251,Hmaileh,حميلة,LB71251,Hmaileh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71256,71256,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71256,Aarab Salim,عرب صاليم,LB71256,Aarab Salim,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71261,71261,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71261,Roumine,رومين,LB71261,Roumine,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71266,71266,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71266,Houmine Et-Tahta,حومين التحتا,LB71266,Houmine Et-Tahta,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71271,71271,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71271,Aazzi,عزه,LB71271,Aazzi,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71276,71276,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71276,Bfaroueh,كفروة أو بفروة,LB71276,Bfaroueh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71281,71281,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71281,Zefta,زفتا,LB71281,Zefta,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71311,71311,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71311,Deir Ez-Zahrani,دير الزهراني,LB71311,Deir Ez-Zahrani,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71314,71314,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71314,Mazraat El-Bayad En-Nabatieh,مزرعة البياض,LB71314,Mazraat El-Bayad En-Nabatieh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71321,71321,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71321,Charqiyeh,شرقية,LB71321,Charqiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71324,71324,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71324,Toul,تول,LB71324,Toul,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71327,71327,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71327,Nmairiyeh,نميرية,LB71327,Nmairiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71331,71331,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71331,Harouf En-Nabatiyeh,حروف,LB71331,Harouf En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
