#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+code+v_pcode,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:16:422:3:21436,21436,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:32,1603:16:422:3:21436,Bmaryam,بمريم,LB21436,Bmaryam,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:21441,21441,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:32,1603:16:422:3:21441,Btekhnay,بتخناي,LB21441,Btekhnay,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:21446,21446,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:32,1603:16:422:3:21446,Falougha,فالوغا,LB21446,Falougha,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:21451,21451,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:32,1603:16:422:3:21451,Btibyat,بتبيات,LB21451,Btibyat,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:21456,21456,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:32,1603:16:422:3:21456,Qornayel,قرنايل,LB21456,Qornayel,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:21461,21461,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:32,1603:16:422:3:21461,Jouar El-Haouz,جوار الحوز,LB21461,Jouar El-Haouz,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:21466,21466,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:32,1603:16:422:3:21466,Bzebdine,بزبدين,LB21466,Bzebdine,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:21471,21471,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:32,1603:16:422:3:21471,Arsoun,ارصون,LB21471,Arsoun,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:21476,21476,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:32,1603:16:422:3:21476,Kfar Selouane,كفرسلوان,LB21476,Kfar Selouane,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:21481,21481,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:32,1603:16:422:3:21481,Tarchich,ترشيش,LB21481,Tarchich,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:21487,21487,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:32,1603:16:422:3:21487,Jouret Arsoun,جورة ارصون,LB21487,Jouret Arsoun,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22001,22001,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22001,Litige,,LB22001,Litige,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22002,22002,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22002,Litige,,LB22002,Litige,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22111,22111,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22111,Bourj Hammoud,برج حمّود,LB22111,Bourj Hammoud,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22155,22155,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22155,Sinn El-Fil,سن الفيل,LB22155,Sinn El-Fil,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22211,22211,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22211,Jdaidet El-Matn,جديدة المتن,LB22211,Jdaidet El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22228,22228,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22228,Baouchriyeh,بوشرية,LB22228,Baouchriyeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22245,22245,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22245,Deir mar Roukoz, مار روكز,LB22245,Deir mar Roukoz,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22262,22262,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22262,Dekouaneh,دكوانة,LB22262,Dekouaneh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22279,22279,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22279,Mkalles,مكلس,LB22279,Mkalles,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22311,22311,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22311,Antelias,انطلياس,LB22311,Antelias,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22319,22319,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22319,Menqlet Mezher,مزهر,LB22319,Menqlet Mezher,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22327,22327,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22327,Jall Ed-Did,جل الديب,LB22327,Jall Ed-Did,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22335,22335,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22335,Naqqach,نقاش,LB22335,Naqqach,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22343,22343,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22343,Aamaret Chalhoub,الوطى عمارة شلهوب,LB22343,Aamaret Chalhoub,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22351,22351,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22351,Zalqa,الزلقا,LB22351,Zalqa,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22359,22359,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22359,Byaqout,بياقوت,LB22359,Byaqout,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22367,22367,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22367,Mazraat El-Hdaira,مزرعة الحضيرة,LB22367,Mazraat El-Hdaira,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22375,22375,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22375,Dbayeh,ضبية,LB22375,Dbayeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22383,22383,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22383,Haret El-Ballane,حارة البلان,LB22383,Haret El-Ballane,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22391,22391,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22391,Mazraat Deir Aaoukar,مزرعة دير عوكر,LB22391,Mazraat Deir Aaoukar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22411,22411,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22411,Mansouriyet El-Matn,منصورية,LB22411,Mansouriyet El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22415,22415,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22415,Daychouniyeh,ديشونية,LB22415,Daychouniyeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22419,22419,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22419,Fanar,الفنار,LB22419,Fanar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22423,22423,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22423,Aain Saadeh,عين سعادة,LB22423,Aain Saadeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22427,22427,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22427,Roumieh,روميه المتن,LB22427,Roumieh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22431,22431,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22431,Bqennaya,بقنايا,LB22431,Bqennaya,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22435,22435,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22435,Majzoub,مجذوب,LB22435,Majzoub,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22439,22439,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22439,Bsalim,بصاليم,LB22439,Bsalim,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22443,22443,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22443,Nabay,نابيه,LB22443,Nabay,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22447,22447,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22447,Mtayleb,مطيلب,LB22447,Mtayleb,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22451,22451,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22451,Beit El-Kekko,بيت الككو,LB22451,Beit El-Kekko,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22455,22455,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22455,Qornet Chehouane,قرنة شهوان,LB22455,Qornet Chehouane,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22459,22459,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22459,Beit Ech-Chaar,مزرعة بيت الشعّار,LB22459,Beit Ech-Chaar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22463,22463,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22463,Dik El-Mehdi,ديك المحدي,LB22463,Dik El-Mehdi,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22467,22467,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22467,Zouk El-Kharab,ذوق الخراب,LB22467,Zouk El-Kharab,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22471,22471,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22471,Aain Aar,عين عار,LB22471,Aain Aar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22475,22475,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22475,Mazraat Yachouaa,مزرعة يشوع,LB22475,Mazraat Yachouaa,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22479,22479,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22479,Deir Tamich,دير طاميش,LB22479,Deir Tamich,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22483,22483,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22483,Zakrit,زكريت,LB22483,Zakrit,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22487,22487,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22487,Deir Mar Aabda el Mchammar,دير مار عبدا المشمر,LB22487,Deir Mar Aabda el Mchammar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22511,22511,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22511,Bikfaya,بكفيا,LB22511,Bikfaya,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22515,22515,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22515,Mhaidset Matn,محيدثة المتن,LB22515,Mhaidset Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22519,22519,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22519,Ouadi Chahine,وادي شاهين,LB22519,Ouadi Chahine,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22523,22523,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22523,Aain El-Qach,عين القش,LB22523,Aain El-Qach,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22527,22527,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22527,Mar Boutros Karm Et-Tine,مار بطرس كرم التين,LB22527,Mar Boutros Karm Et-Tine,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22531,22531,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22531,Beit Chabab,بيت شباب,LB22531,Beit Chabab,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22535,22535,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22535,Bhersaf,بحرصاف,LB22535,Bhersaf,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22539,22539,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22539,Mayasseh,مياسة,LB22539,Mayasseh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22543,22543,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22543,Aain El-Kharroubeh,عين الخروبة,LB22543,Aain El-Kharroubeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22547,22547,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22547,Himlaya,حملايا,LB22547,Himlaya,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22551,22551,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22551,Aain Aalaq,عين علق,LB22551,Aain Aalaq,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22555,22555,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22555,Aatchaneh,عطشانة,LB22555,Aatchaneh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22559,22559,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22559,Chaouiyeh,شاوية,LB22559,Chaouiyeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22563,22563,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22563,Aain Et-Teffaha,عين التفاحة,LB22563,Aain Et-Teffaha,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22567,22567,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22567,Sfeilet Bikfaya,سفيلة بكفيا,LB22567,Sfeilet Bikfaya,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22571,22571,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22571,Fraikeh,فريكه,LB22571,Fraikeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22575,22575,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22575,Abou Mizane,أبو ميزان,LB22575,Abou Mizane,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22579,22579,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22579,Deir Chamra,دير شمرا,LB22579,Deir Chamra,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22583,22583,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22583,Hbous,حبوس,LB22583,Hbous,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22587,22587,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22587,Jouar El-Matn,جوار المتن,LB22587,Jouar El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22591,22591,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22591,Chrine,شرين,LB22591,Chrine,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22595,22595,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22595,Qornet El-Hamra,قرنة الحمرا,LB22595,Qornet El-Hamra,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22611,22611,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22611,Broummana El-Matn,برمانا المتن,LB22611,Broummana El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22619,22619,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22619,Jouret El-Ballout,جورة البلوط,LB22619,Jouret El-Ballout,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22627,22627,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22627,Masqa,المسقى,LB22627,Masqa,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22635,22635,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22635,Aayoun El-Matn,عيون المتن,LB22635,Aayoun El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22643,22643,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22643,Qennabet Broummana,قنابة برمانا,LB22643,Qennabet Broummana,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22651,22651,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22651,Mzakkeh,مزكة,LB22651,Mzakkeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22659,22659,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22659,Baabdat,بعبدات,LB22659,Baabdat,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22667,22667,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22667,Beit Meri,بيت مري,LB22667,Beit Meri,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22675,22675,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22675,Dahr Es-Souane El-Matn,ضهر الصوان المتن,LB22675,Dahr Es-Souane El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22683,22683,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22683,Qannebet Salima,قنابة صليما,LB22683,Qannebet Salima,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
